gene,pmg,diapasef
COPS3,2.9831779517420827e-05,0.0001265559572720554
COPS4,2.1818857537356385e-05,0.00015211381327966003
COPS7A,5.009152776377689e-06,1.5405974680824954e-05
COPS8,1.522423657965629e-05,4.2664883921739084e-05
COPZ1,3.372693291614249e-05,0.0002719161722817399
CORO1A,0.0007529448137241464,0.001041099927194144
CORO1B,0.00011123833146926311,0.0004804387532973385
CORO1C,7.205131402166714e-05,0.00019559727103603033
CORO7,4.6564696193493246e-05,0.00022011552370828266
COTL1,0.0010338546998618107,0.0013815581851583287
COX4I1,0.0005817866818825923,0.0008947907782818575
COX5A,0.0006096094642703855,0.00032482597383575167
COX5B,0.000789104473471385,0.0015136224015035453
COX6B1,7.230018771802874e-05,0.0014356758200795433
COX6C,0.00018162981833797572,0.0028170300900477504
COX7A2,0.00017015316150680683,0.0005099190636406403
COX7A2L,2.8023937057273104e-05,0.00020662216427051839
CPM,5.547372006792672e-06,6.564685411698558e-05
CPNE1,3.4370949063539466e-05,0.00011916730883855813
CPNE2,1.965092412845993e-06,3.999723627382618e-05
CPNE3,1.2674008922166302e-05,0.0003264511050741677
CPPED1,5.760732468592389e-05,0.00025806268405285005
CPSF1,1.4472757264023165e-05,2.5549881467133834e-05
CPSF3,2.325062909696834e-06,1.0620959090913127e-05
CPSF6,5.253248547456233e-05,1.2697762475448553e-05
CPVL,2.6011366521341268e-05,0.0008817911849116021
CRAT,7.300870585674698e-06,0.0004352023531744581
CRK,1.0392328771026975e-05,2.4028164360850997e-05
CRKL,2.9297595425585235e-05,1.4745507945391642e-05
CRLF3,8.22481694377314e-06,2.288602081560889e-05
CRNKL1,2.8657714793349233e-06,7.00798246965231e-06
CROCC,5.110657590731446e-05,1.2860057118729305e-06
CRYBB1,1.3934116451965559e-05,5.4595379080928115e-05
CRYL1,5.544059579600636e-05,6.539378080067389e-05
CRYZ,3.657274953105994e-05,0.00021654700788115372
CS,0.002974246443513376,0.0010028512636756108
CSDE1,2.1428051354645138e-05,5.9044735702528974e-05
CSE1L,0.0042451866139964056,3.0316253382520253e-05
CSK,9.413355970908114e-05,0.00017415085504925352
CSNK2A1,2.6629063929048787e-05,0.00011337684570763932
CSNK2B,1.723184851245823e-05,0.0001603002798945083
CST3,2.2899311061449424e-05,3.000914254082632e-05
CSTB,0.00013839461335538603,0.001190937537164071
CSTF3,5.919327467483788e-06,7.254027994590169e-06
CTCF,1.2951008136685733e-05,9.553244590065426e-05
CTNNB1,2.6387357120611772e-05,9.222465020946658e-07
CTNNBL1,6.143829729838534e-06,9.808393471705146e-05
CTNND1,3.507762027315669e-05,0.00012368985644804192
CTR9,3.5635292485081262e-06,1.0966267617328063e-06
CTSB,0.0009359694650397138,0.0014383485656072092
CTSD,0.000602508423383314,0.005120601731369178
CTSH,6.884171259979893e-05,0.00020168632426677017
CTSL,3.515007208973885e-05,0.0001359764749214077
CTSS,3.5867242689789015e-05,0.0010171544577255727
CTSZ,0.00017681977254881384,0.0006486687851477025
CUL4B,3.1906302479501886e-06,3.364538734181709e-05
CYB5A,9.864849834840713e-06,0.00011382400258883465
CYB5B,8.14521831458271e-05,0.0010475414623963796
CYB5R1,9.469647157856403e-06,0.0017156222453751275
CYB5R3,3.949491257392474e-05,0.0009827838241620317
CYBA,0.000260618358665581,0.0010398727947107333
CYBB,0.00011920943656544261,0.0004888356895191337
CYBRD1,1.4272505983777382e-05,7.869706215050332e-06
CYC1,6.523755091106851e-05,0.0014853218861888044
CYCS,0.00010086991239996771,0.00046175138265976124
CYFIP1,0.00012796307749159515,0.00020009432924674895
CYTH4,1.939998267451784e-05,4.983650833146402e-05
DAZAP1,7.015941621210698e-05,3.09117585645291e-05
DBI,0.00015406942033442442,0.00027809698734803447
DBNL,0.0001046106665409079,8.577821133242072e-05
DCPS,4.572835851579507e-05,1.7770735444553602e-05
DCTN1,4.1602941238936136e-05,9.590459112262628e-05
DCTN2,6.173882478362638e-05,0.00017458745203667472
DCTN4,1.2017526003337492e-05,3.119217836437318e-05
DCXR,3.395338248417984e-06,0.0005183924680587312
DDAH2,0.00015182459846404013,9.752025487007231e-05
DDB1,5.792130263309623e-05,0.00018144555684158762
DDOST,6.324427275411574e-05,0.0012128365720460643
DDRGK1,5.1136648731154875e-05,5.219427771724564e-05
DDT,4.2961899626272265e-05,0.0004359779591654565
DDX1,0.00029439829041679605,3.599350716949474e-05
DDX17,0.00029026237374950417,9.464687136069737e-05
DDX18,1.5039182313861239e-05,0.0001324148776453722
DDX19A,5.1255293850578686e-05,8.454178128736522e-05
DDX21,2.981481587513434e-05,1.6301380846019857e-05
DDX23,3.090267719094775e-05,2.3680743855681228e-05
DDX24,1.2375689721719951e-05,3.1294609333982504e-05
DDX27,3.6297175663998903e-06,5.6587921795831125e-05
DDX39B,0.00022131249534539804,7.353691543762126e-05
DDX3X,4.972738160113244e-05,0.0002914639921947769
DDX41,6.866159686181746e-07,3.855016669249858e-05
DDX42,4.557357782700359e-05,2.087170287147503e-05
DDX46,5.3248772760694616e-05,7.345352869023223e-05
DDX47,1.0296649813467937e-05,5.211089096985661e-06
DDX5,0.00017153354025665145,5.298918282445202e-05
DDX6,3.708392731039813e-05,0.00010729908063920982
DECR1,7.824816266189456e-05,0.0009962604334234646
DEF6,2.3805972572200336e-05,4.0146167189468594e-05
DEK,0.00014167431778182752,2.3767189330922086e-05
DENND3,3.1687883037990694e-06,0.00011546442746650973
DENR,4.314538801739472e-05,7.977417131546734e-05
DERA,1.3690924070121204e-05,0.00012631490038659014
DFFA,1.3280022495778277e-06,1.0643244108119279e-05
DHRS7,0.00011750443995077853,0.0004910823979531526
DHX15,5.3795423623962056e-05,4.982230709500912e-05
DHX38,1.5426997274441492e-05,7.14329476366875e-06
DHX9,0.0002545232918790725,0.000369949492335529
DIABLO,6.626681237855736e-06,0.00032312801574372083
DIAPH1,2.8478843724979316e-06,7.839920031921848e-05
DIAPH2,5.3815900446603725e-06,5.0513069801546225e-05
DIP2B,2.2932836839696087e-05,6.909666217272226e-05
DIS3,7.105698360456702e-06,8.78124352832093e-06
DKC1,0.0001018788174967128,0.00013027595295470328
DLAT,6.139937126004984e-05,0.0007113180859698999
DLD,7.995301874934446e-05,0.004247881131075308
DLST,0.0002068899865981123,0.0014728648528779798
DNAJA1,4.254320882919897e-05,0.00019509221680621118
DNAJA2,1.7908025316592415e-05,0.0001535747199631745
DNAJB1,5.3165058691659534e-05,0.0002174256638700172
DNAJB11,2.1939951845370678e-05,0.0006489528098768006
DNAJB6,6.288432233258122e-06,1.1075507897750377e-05
DNAJC5,7.865067275401767e-06,0.0015127484792601667
DNAJC7,6.16087367339028e-06,2.2936526238590808e-05
DNAJC8,8.667497743843292e-05,3.0266075680379608e-05
DNAJC9,1.9989153057741226e-05,9.275628624085517e-05
DNASE2,8.315196017824921e-05,9.339679841839802e-05
DNM1,0.0002127913265821775,2.6313980815261115e-05
DNM1L,4.500566720375818e-05,0.00010430407628429803
DNM2,7.510778093068173e-05,8.493996210950457e-05
DNPEP,3.460446514291981e-05,0.00011668755447297158
DNPH1,6.724829459321564e-05,2.5898904163083127e-05
DNTTIP2,1.0460444319285013e-05,8.63085607560621e-06
DOCK10,1.7933962625271865e-05,7.11201563004116e-05
DOCK11,4.556735447894582e-06,0.00010050469933120994
DOCK2,1.8749241296155226e-05,0.00026393689806542594
DOCK4,6.250768932318861e-05,6.0950614461630283e-05
DOCK8,1.2071066871950575e-05,3.886732763999137e-05
DOK1,1.4635467702759213e-05,2.1540653935354475e-05
DOK3,3.951685489465744e-06,4.3507035450228116e-05
DPP3,3.7617669745274786e-05,0.00032214558148845615
DPP7,0.0006813160851109177,0.0004276975459094451
DPY30,0.00013127048585455186,2.2614667959039863e-05
DPYD,1.576996397837322e-06,2.641586558346833e-05
DPYSL2,0.0008143813042440634,0.0009230985762819599
DRAP1,5.836496712366584e-05,2.7953750251253672e-05
DSC1,2.2677458740848307e-05,7.78373411435797e-06
DSP,1.533483952736417e-05,8.721634748637154e-06
DUSP3,2.783926422248804e-05,7.421930305599267e-05
DUT,6.0930391795606566e-05,0.0001365707420469051
DYNC1H1,7.308720034354007e-05,0.0001983526750425492
DYNC1I2,4.440680044275447e-05,6.137046127272004e-05
DYNC1LI1,2.040232314282779e-05,8.759577539370506e-05
DYNC1LI2,2.4114389656753315e-05,3.5532367532405346e-05
DYNLL1,2.3872401793887886e-05,0.00014166716526287413
