gene,pmg,diapasef
DYNLL2,2.3872401793887886e-05,0.00014166716526287413
DYNLRB1,4.7146478860312574e-05,0.00015011799335634438
EBNA1BP2,8.853856905198842e-06,4.411960032269624e-05
ECH1,3.5500386359441994e-05,0.00041983588706171924
ECHDC1,3.338402643815972e-05,6.661909261274418e-05
ECHS1,6.786822036103417e-05,0.001177704897862248
ECI1,1.747787151390305e-05,0.00026793181512047
EDF1,8.439120945439679e-05,5.6484871797966076e-05
EEA1,3.2286207765453885e-05,0.00013608826414170653
EEF1A1,0.001754004476853174,0.001490616398446606
EEF1A1P5,0.001754004476853174,0.001490616398446606
EEF1B2,0.000143646316103486,0.00031736449854863954
EEF1D,0.0001681285658564021,9.626435577948377e-05
EEF1G,8.164831898622823e-05,0.0005145909063000347
EEF2,0.00023716456736750115,0.0005246009573293994
EFHD2,0.0001578646588838445,0.00011149463567596282
EFTUD2,7.316529332400684e-05,7.889587946087193e-05
EHD1,3.3265401394052213e-06,0.00012871636588454067
EHD4,4.2976052724274595e-05,0.0002899659438159189
EIF1,2.6575081403476765e-05,4.6923070052600905e-05
EIF1AX,0.00012104773328044077,0.00016634891422149183
EIF2AK2,7.096142509890588e-06,6.44455751666082e-05
EIF2S1,5.554779798513042e-05,0.0004470476409149177
EIF2S2,2.563935083470121e-05,7.661020866016905e-05
EIF2S3,3.8085806046432825e-05,0.0003588972890309354
EIF3A,2.5974628692484146e-05,0.0002173874297718694
EIF3B,2.1566852091649585e-05,0.00025768981056234193
EIF3C,3.1577830153949854e-05,0.0002867397142007799
EIF3CL,3.1577830153949854e-05,0.0002867397142007799
EIF3F,6.261631685977106e-06,7.557861627871433e-05
EIF3G,3.198361252263236e-05,0.00014525534434047907
EIF3H,3.451073349104336e-05,7.305152445827812e-05
EIF3I,4.417131698237522e-06,0.00012828195370272796
EIF3J,2.612995141481614e-05,0.00029341028985763445
EIF3K,6.947484792575296e-06,0.00011406578774283604
EIF3L,1.328552313244869e-05,9.594282522077409e-05
EIF4A1,0.0002471058640068708,0.00019647447048782153
EIF4A2,3.302269081979943e-05,4.6929988603694314e-05
EIF4A3,0.000102243585994163,6.593634086010471e-05
EIF4E,3.369005456007117e-05,0.00013063025559753962
EIF4G1,2.610375312702458e-05,0.0001553098197505489
EIF4G2,2.4758124749721864e-05,0.00012085689184242323
EIF4H,0.0001919368872406113,1.5714141511896303e-05
EIF5,3.3550129605353063e-05,0.00020511173532654584
EIF5A,0.00016777443727659903,0.00016055080427094346
EIF5B,1.6919135310213763e-05,0.00012905100527690105
EIF6,2.0922494663875258e-06,7.467956877083868e-05
ELAVL1,0.0001294026784245701,1.6718605890379482e-05
ELMO1,8.253825775848844e-05,9.664815329803417e-05
ELMO2,5.562448569345512e-06,0.0001490430689969888
EMD,3.6180317247727155e-05,0.0002932606306734559
EML2,1.9558979179735544e-06,1.8659842086910814e-05
EML3,1.2490922037370156e-05,7.763379008772614e-06
EML4,4.419835843345202e-05,4.751988611797482e-05
ENDOD1,1.0761553988699201e-05,1.842898096095166e-05
ENO1,0.0012469782729290075,0.0022207420193625475
ENO2,0.0003710134666236497,3.716390753393941e-05
ENOPH1,3.117014063021738e-06,5.3155956319230086e-05
ENTPD1,3.4706789030179236e-05,0.00010264653709602345
ENY2,2.546891139918374e-05,2.661096872430258e-05
EPB41,2.472084488732423e-05,6.746898199442978e-05
EPB41L1,5.635576924087498e-05,0.00013138619833806206
EPB41L2,0.00043112564875219083,5.5849093365908206e-05
EPB41L3,0.00019457137100067692,0.0001627407077591428
EPDR1,0.00016104055384961923,2.0842608543455886e-05
EPHX1,1.3922512919135275e-05,0.0011594435643183178
EPN1,5.775929483043122e-05,1.8332521793338755e-05
EPS15,6.266028180250172e-06,7.376632002650813e-05
EPS15L1,2.0933214882787665e-05,3.916737427688466e-05
ERAP1,2.8361764480228096e-05,0.001227252647719129
ERGIC1,3.0432914789168172e-05,0.0001459788791311429
ERH,0.00045439494789333257,0.00017030741784972842
ERLIN2,4.983576823391911e-05,0.0005407503121184983
ERP29,0.00014003456594518835,0.0013643637650198564
ERP44,5.873013712744236e-05,0.0007392180535897589
ESD,0.00016681162510611403,9.750496123081319e-05
ESYT1,2.7955500303954016e-05,0.0002756635994125827
ETF1,3.1483717071063414e-06,0.00010135495284716362
ETFA,4.9826132082087726e-05,0.0007432781506787882
ETFB,9.834014148980309e-05,0.0007097996460720296
ETHE1,1.444561543636479e-05,0.0007301401862866646
EVI2B,1.530704725945718e-05,5.360020012628083e-05
EVL,7.064092267393105e-05,5.3996014075677685e-05
EWSR1,0.00014239341561224396,6.548772744183708e-05
EXOC2,2.816325975250175e-06,7.308502481094096e-05
EXOC4,5.357620116979825e-06,0.0001531847321620668
EXOSC10,6.498921924824741e-06,8.250372178895291e-06
EXOSC4,9.036261229240263e-06,2.3284055984040997e-05
EZR,0.00032690785615157474,0.0002372822696423813
F13A1,6.154003900147162e-05,0.0026871725273670643
FABP3,7.51224961375409e-05,0.0005142741094868099
FABP5,8.613816348016001e-05,0.001101418768700665
FAH,2.5488404531325962e-05,0.00028293196215952604
FAM120A,3.857064501076525e-05,8.494196484797895e-05
FAM162A,8.531969283398251e-06,0.0009543376551400611
FAM3C,1.4884080420008714e-05,0.0001018356100810218
FAM98B,7.546753059905311e-05,4.5044865497873245e-05
FARSA,1.0439264860572303e-05,0.00011432832855011766
FARSB,2.3422815085005245e-05,0.00021686781017132725
FASN,1.2393717355771149e-05,4.227198304648683e-05
FBL,0.0002036528418422594,8.967862340709052e-05
FBP1,8.972662627153183e-05,0.0004078922830688795
FCGBP,3.194886215009046e-05,0.0004446880508577957
FCGR1A,6.6583420192167e-05,0.00012936670968732153
FCGR1B,6.6583420192167e-05,1.2726601909480044e-05
FCGR2A,6.368492594723803e-06,0.00040018720195642563
FDXR,1.7986399351487606e-05,4.689357517688688e-05
FEN1,1.852208909204685e-05,6.638604668117658e-05
FERMT3,9.436723639099201e-05,0.0007636259735787846
FGD2,1.2611193257415518e-05,4.205823623112717e-05
FH,7.543721687141689e-05,0.0006894809539134792
FIS1,1.2931916510869817e-05,0.00039564280629085735
FKBP15,2.397032918687424e-05,0.0001595366903343563
FKBP1A,0.0001291583618250121,1.1392632431816356e-05
FKBP2,9.90277210736044e-05,0.0002827975966146066
FKBP3,5.195572163682184e-05,8.771229835948887e-05
FKBP4,0.00012248592894127363,0.00016117893588337177
FKBP5,8.95013812224734e-05,2.1833672780873932e-05
FKBP8,8.331898680999306e-06,1.9927393474077736e-05
FLII,4.637920027073926e-06,7.180800593280411e-05
FLNA,3.691146829805934e-05,0.0004778970961061793
FLOT1,3.469466353912475e-05,0.00038626634888794205
FLOT2,5.9099522947645105e-05,0.0005840531592779037
FMNL1,4.5139991145224294e-05,0.00015264217210263597
FMNL2,1.0456228502858787e-05,3.564473936753309e-05
FN1,8.956863353212989e-06,7.548212069767461e-05
FN3K,1.1019762707147448e-05,7.134737608369002e-05
FN3KRP,1.653033665913405e-05,3.4044951874175104e-05
FNTA,6.574344888221575e-06,2.9087882842598134e-05
FOXK1,1.0009793618637661e-05,1.586187078445408e-05
FSCN1,0.0006631091784850222,0.001281421261437874
FTH1,0.0002680241428543198,0.0005886594577690445
FTL,0.0006678565892872801,0.0011906134576654848
FTSJ3,2.5663682118075427e-06,9.971926171497349e-05
FUBP1,0.00015170996840787937,9.23324339528166e-06
FUBP3,6.958205011487702e-05,1.2388685308707017e-06
FUS,0.0002048328689352766,6.158165914820319e-06
FXR1,1.4925535948199947e-05,1.3182971387657665e-05
G3BP1,2.022026009916373e-05,0.00010461905242618237
G3BP2,3.1372700571839436e-05,5.9933587450898544e-05
G6PD,4.628233686951761e-05,0.0004576767202000089
GAA,0.00010440597861575642,0.0012019635228013633
GALK1,2.9470724953488957e-05,8.884075045625136e-05
GALM,3.4704199314374555e-06,0.00010483680471849086
GALNT2,2.9909892573203917e-05,0.0001031162703018394
GALT,2.939969848436519e-06,1.0470753705332444e-05
GANAB,0.0001675094431012362,0.0006609513981441196
GAPDH,0.00408237579867878,0.001717118837216913
GAPVD1,1.521046491266395e-06,7.753074008986108e-05
GART,3.3668312992501625e-06,5.35281015412021e-05
GATM,3.103069748309085e-05,0.0009013779671913231
GBE1,3.907632215343302e-05,0.00019464942953623273
GBP1,2.2549558900603106e-05,1.3420022796174088e-05
GCA,9.090464583291755e-06,0.0002286632115170607
GCLC,5.539763461909148e-06,4.1185770524820956e-05
GDAP1,5.2934393307195973e-05,6.893280175208879e-05
GDI1,0.00014048646131544726,3.645821532241126e-05
GDI2,0.00026010342680209185,0.00034117159699534257
GGA2,7.170762460634806e-06,1.30842545875827e-05
GGCT,4.2574727075814095e-05,4.2206074743965366e-05
GID8,1.7801585989488339e-06,5.2260914288303254e-05
GIMAP1,5.342423102529092e-05,0.00013222807676585002
GIMAP4,0.0003214090262596326,0.0002986319752618211
GIT1,1.2005842169241948e-05,1.3008623900103652e-05
GIT2,1.878142202820876e-05,3.6395474988022045e-05
GLB1,1.466377389876388e-05,0.0009539516728159022
GLIPR2,1.3194160367897453e-05,0.00010418136303595697
GLO1,6.947444641942666e-05,0.0007345170801889186
GLOD4,9.18078343139459e-05,6.642173183944787e-05
GLRX,5.630871269943176e-05,0.00019157322323954036
GLRX3,1.3730311840731955e-05,0.00010027420233951886
GLS,8.950684170851119e-05,0.0001402509257162435
GLUD1,0.0002486205466228652,0.001401239642347749
GLUD2,0.0002486205466228652,0.0002477336514046522
GLUL,0.00017960727036983514,0.0001725497566725305
GLYR1,6.167867913594553e-05,7.692991854753835e-05
GM2A,2.326086750828918e-05,0.00039322495475084345
GMFG,0.0001235346634655884,0.00038223902388303936
GMIP,3.864699143871259e-06,0.00019773692399523542
GMPS,8.158207044238752e-06,3.900351385625118e-05
GNA13,3.312387041402888e-05,0.0003300858933380861
GNAI1,2.4653492201086176e-05,1.9943342555019397e-05
GNAI2,0.0002361417300012332,0.001365252252633958
GNAI3,5.267341419509621e-06,0.00021344531218569612
GNAO1,0.0006907380333172089,0.000286999706068185
GNAQ,4.452667015647353e-05,4.3850869232857345e-05
GNAS,2.6600396377350443e-05,2.8026103730320048e-05
GNB1,0.0003520646365326871,0.000270707610646001
GNB2,0.00018330269444653523,0.0004446734854870728
GNB4,0.00018330269444653523,0.0006445249371770161
GNG2,0.00023036224718720228,8.666723301011538e-05
GNG5,0.00018090509941899095,0.0005938083163196163
GNG7,0.0001426722617558644,3.269517896927699e-05
GNL1,6.352592944202033e-06,1.4025396016847747e-05
GNPDA1,1.0139359710137039e-05,0.0002487961951988932
GNS,1.4583291955655575e-05,0.0007137541442233175
GOLGA2,7.556830868695625e-06,2.2404453246080524e-05
GOLGA5,1.354160386736751e-06,1.429227002191946e-05
GOLGB1,2.525193738044726e-06,1.8627288483344966e-05
GOT1,0.00011067792901431964,0.0001455863423901587
GOT2,0.00018101551365872547,0.0002660758227560949
GPD1,6.914179842808103e-06,1.5450726782371298e-05
GPD1L,5.298699063594223e-05,0.00011763139049582038
GPD2,1.7756677506890864e-05,0.0007283377216596964
GPI,0.00011791939673901715,0.0007820730155994329
GPNMB,0.00014178252373676735,0.0007718626907226272
GPS1,1.4300229995608903e-05,9.410868091248343e-05
GPSM3,2.2151104022375707e-05,3.8283984542536215e-05
GPX1,0.0005479465241824312,0.004933181823591293
GPX4,3.582452241666991e-05,0.00012052698619554785
GRB2,0.00015594967446052167,0.0002536861542848641
GRHPR,6.967319205094879e-05,0.0004642311370253478
GRIPAP1,2.094216847386432e-05,4.2066975453560956e-05
GRPEL1,7.280514214930916e-06,0.0001341754668315118
GSK3A,4.2403886133970325e-06,8.720469518979317e-06
GSN,0.0012120030568443755,0.0019665326041344603
GSR,7.625910032136802e-05,0.0008621133690648625
GSS,3.378067453791873e-05,7.431288556288777e-05
GSTK1,3.895996562006916e-05,0.0016560098243486704
GSTM1,1.3195706167253736e-05,1.6479078368840157e-05
GSTM2,0.00011251853439069405,3.575809436518465e-05
GSTM3,1.6267490542616955e-05,8.069943649064434e-06
GSTM4,1.3195706167253736e-05,1.6479078368840157e-05
GSTO1,0.00012701331427671515,0.0016104529860698847
GSTP1,0.0007068336189262174,0.0002903555674827585
GSTT1,3.8975423613631995e-06,4.6023294276189106e-05
GTF2I,7.645483465544283e-05,3.023399545136225e-05
GTPBP4,2.7520448124083706e-05,3.962545518612223e-05
GUK1,1.3700600372585211e-05,0.0001448500629001123
GYG1,2.1951997035159898e-05,0.000737255369884838
H6PD,4.736730733978161e-06,0.0003274364524035769
HACD3,1.7309339233435545e-05,0.0002313920337220101
HADH,7.604268841148837e-05,0.0011407744003941443
HADHA,7.925554203459966e-05,0.00293873104512357
HADHB,8.674323351390516e-05,0.0026677896602774654
HAGH,2.9977405861972497e-05,0.00034619555749196485
HBA1,0.034591195358835355,7.798335898507753e-05
HBB,0.03553828855664541,4.65294409088125e-05
HBD,0.002300890422074664,4.65294409088125e-05
HCFC1,6.501571866578369e-05,8.583300140195697e-06
HCK,5.910574629570287e-06,0.00012564671400467365
HCLS1,0.0003986455937323958,6.221998652013758e-05
HDAC1,6.388587986355485e-05,1.9057549534501655e-05
HDAC2,8.096776576313729e-06,5.820103660340063e-06
HDDC2,1.2220206396857436e-05,2.251267395055223e-05
HDGF,9.711504531165782e-05,0.0001022762125453918
HDHD2,3.2088987857971724e-06,5.121912614734245e-05
HDLBP,1.8835906436688663e-05,7.05062259244382e-05
HEBP1,3.5798524882041515e-05,0.00035558330305719043
HEBP2,2.476936692685847e-05,6.14990006693503e-05
HEXA,1.567316080310052e-05,0.00015791957004983797
HEXB,6.36861906921659e-05,0.0014021973154727846
HGS,2.441359217111754e-05,2.1351486183089836e-05
HIBADH,4.101624011961954e-05,0.0007191396900481375
HIBCH,8.080595871363543e-06,0.0005678819564327204
HINT1,0.0002270680885330137,0.00011899507332975894
HINT2,5.034608277465573e-05,0.00023458767605863087
HK1,0.0001830908998594081,0.0004507872998480416
HK2,1.527069086161005e-06,7.407583415437136e-05
HLA-A,4.836163775688173e-05,0.00042346266437174007
HLA-B,6.357732225178766e-05,5.7915191202962246e-05
HLA-C,5.1686270741236985e-05,0.00048180789814529815
HLA-DPB1,2.2231385212320857e-05,0.00018391912092461686
HLA-DQB1,8.064455317045988e-06,2.7311526642650882e-05
HLA-DRA,0.00011125268532042859,0.00024136494305603126
HLA-DRB5,9.41904732308352e-05,1.9767502116966277e-05
HLA-E,3.2600908424013576e-06,4.6316422361988986e-05
HLA-H,5.1686270741236985e-05,0.00011199386375749281
HMGB1,0.0013208393767165049,0.0004925243696547272
HMGB2,0.0003924738392375626,0.0006670065868879284
HMGCL,1.6548143464705784e-05,0.0009414800741343547
HMGN2,0.0027428844455736684,2.94073742494066e-05
HMGN3,9.23741589872024e-05,2.94073742494066e-05
HMGN4,0.0010264830437108079,8.460004277025713e-05
HMOX1,5.119324104784789e-05,1.792509196079033e-05
HMOX2,1.041995240627692e-05,0.000560424486622557
HNMT,9.17341579030685e-06,4.5723611773563885e-05
HNRNPA0,0.0004159786218390835,9.547928229751541e-06
HNRNPA1,0.0008778052510792016,0.00026660199677346237
HNRNPA2B1,0.002019446331769848,0.00048166588578074914
HNRNPA3,0.001076996554623534,0.00018154969924225685
HNRNPAB,0.00016110079987388163,0.00014990388240671663
HNRNPC,0.0013509162156201875,0.0006919388602229813
HNRNPD,0.00123739230938842,0.00014504960847901705
HNRNPDL,0.00019390286296737519,0.00014516321837065627
HNRNPF,0.00022850106461160463,0.00022747030765484901
HNRNPH2,8.456686847215625e-05,0.00021690458773240275
HNRNPH3,0.00022918041331571664,1.4270385552408188e-05
HNRNPK,0.0016445418071120053,0.0006051474574274525
HNRNPL,0.0004033092904656187,0.0001632825395500375
HNRNPLL,3.4531611820011346e-05,4.604295752666512e-06
HNRNPM,0.0006496031079275329,0.00011744859509324704
HNRNPR,0.00033679153663311926,7.65634902335751e-05
HNRNPU,0.0008643266837050644,0.0001874723431124867
HNRNPUL1,7.826763571872046e-05,4.600181035437272e-05
HNRNPUL2,0.00022740354706864352,0.0002067273990739919
HOMER3,5.379843492140936e-06,4.505105578043051e-05
HP1BP3,0.0005233895942528219,0.00011094479293117051
HPCAL1,8.440706895428593e-05,0.0006204556620572995
HPGDS,1.3102637000815698e-05,0.0003839468136003082
HPRT1,5.866007427350173e-05,0.0003146069097365123
HRAS,3.824026553016326e-05,5.031461662544569e-05
HSD17B10,5.173790445480011e-05,0.0007421748238465229
HSD17B12,4.270441361921137e-05,0.0005638072939729681
HSD17B4,5.13700042080047e-05,0.003708707520337572
HSD17B8,7.776976787409937e-06,2.817346886860975e-05
HSDL2,1.3929157848835663e-05,0.00018927844908213563
HSP90AA1,0.0012116878743782243,0.0012942278636460499
HSP90AB1,0.00044540281220935345,0.0013860188299422399
HSP90B1,0.00027822742237160495,0.0026307462811862585
HSPA1A,0.0005339544302169468,0.0011340269924067258
HSPA1B,0.0005339544302169468,0.0011340269924067258
HSPA4,7.433769179682427e-05,0.0006407488648170848
HSPA5,0.0004917147601704362,0.0017153418619887102
HSPA6,0.0008820190599737971,3.5070062665658105e-06
HSPA8,0.0009526901959987828,0.0033581627431477266
HSPA9,0.00019966969833212745,0.005200638443491926
HSPB1,0.0005674410615967944,0.0001735147124829276
HSPD1,0.00041306970850498684,0.0020231991789321957
HSPE1,0.0006135297720404504,0.0017916607632344197
HSPH1,4.591851191193422e-05,0.00014262447425364167
HTATSF1,2.3982494828561354e-05,5.1885855992186647e-05
HUWE1,2.119250766831694e-05,3.343306065010292e-05
HVCN1,1.1770097729750596e-05,7.017267893488206e-05
HYOU1,8.45584368393038e-05,0.0005038161733077137
IAH1,9.724944955438922e-06,1.349674588645736e-05
IARS2,2.7963711108327004e-06,0.0010035977389251634
IDH1,0.0002265906975110343,0.0017697034668695346
IDH2,0.00016826427499469398,0.0013360450429917119
IDH3A,0.00012952895216419377,0.0009361491484497457
IDH3B,3.224818511635258e-05,0.0003236614724464498
IFI16,0.0004951636995134162,6.376209514543258e-05
IFI30,2.3867804546451664e-05,0.00272009754788635
IGBP1,4.2123433965044655e-06,4.70253917819298e-05
IKBKG,1.5826114638107303e-05,2.5624310511528237e-05
IL16,0.00012004557348997764,1.9471169649607344e-05
ILF2,0.00016170506689497418,0.0003439685123084219
ILF3,0.00030831610571191355,0.00020946277569576662
ILK,1.249445529304166e-05,0.0002094605908901582
IMMT,0.00010771671948122146,0.0005658685366864477
IMP3,6.914119616859158e-05,3.5265821248174895e-05
IMPA1,3.667137956011735e-05,3.662608121999355e-05
IMPDH2,3.680449898260454e-05,4.883441082572333e-05
INPP5D,9.20132047998521e-05,8.424901733583341e-05
INTS1,4.2679118720654e-06,6.471066491376634e-06
IPO5,2.926559537137854e-06,0.00021963340993735216
IPO7,2.838448973829709e-05,0.00011094661360251089
IQGAP1,2.3664180613064898e-05,0.0006720279984446741
IQGAP2,7.217377345119089e-06,0.0005020100673380648
IQSEC1,1.072347111364895e-05,1.2387301598488334e-05
IRF5,1.1755382522891433e-05,6.155325667529339e-05
IRF8,2.121764196434378e-05,1.646298363419127e-05
ISCA2,9.37155916233952e-07,6.53864981153124e-06
ISCU,2.53339048969629e-05,8.828799463731445e-05
IST1,2.97039800537572e-05,6.345403755464165e-05
ITGAM,8.301002769189956e-05,0.0005992047861724787
ITGAV,1.2868538737262205e-05,0.00014462466378817426
ITGAX,4.184254013916004e-05,0.0005194630228068698
ITGB1,3.148445985776708e-05,0.0007505317052988299
ITGB2,0.0010548133300950537,0.0014466144134924975
ITPR2,1.8660207268296576e-06,0.00029305343827492155
ITPRIP,9.163117153037068e-06,0.0001011732498473945
IVD,6.076999001824678e-05,0.00027069595834942266
IWS1,1.0572745638753176e-05,7.977672025534388e-06
JUP,1.5264286835705447e-05,4.9916617870440385e-06
KCTD12,0.0005447597684705299,0.0006165339359901384
KDM1A,9.643117966137486e-06,1.4254873432588221e-05
KDM3B,1.8284076141811863e-05,1.4282474810108258e-05
KHDRBS1,0.00025116328618736953,0.00037379475020639445
KHSRP,0.00018993919251406917,4.427399325235978e-05
KIAA0930,4.259440088580316e-06,1.4560782631197508e-05
KIF2A,8.895653713767436e-06,0.0001467945398916295
KIF5B,4.6687356376180135e-05,9.044112056443826e-05
KLC1,0.00016839877961400692,8.179802957742476e-05
KPNA1,1.9092910636157992e-05,5.187274715853596e-05
KPNA2,4.737975403589714e-06,1.9012651779248083e-05
KPNA3,3.0324367553850982e-05,3.4477215663806206e-05
KPNA4,4.167495139855936e-05,2.5093439162102597e-05
KPNA6,4.246772563985319e-05,4.5182144116937285e-05
KPNB1,0.00017956728033973493,0.00034434611954441504
KTN1,5.4283053057262314e-05,9.490140121408136e-05
LAIR1,8.751573168572047e-06,6.873107136757559e-05
LAMP1,0.00014513008273235475,0.0006343146123002104
LAMTOR1,3.12980605457789e-05,6.786079046687782e-05
LAMTOR2,5.30100772497049e-06,3.8514845668495365e-05
LAMTOR3,2.2343064196983242e-05,5.829792059432629e-05
LAMTOR5,1.8517070262968013e-05,6.345840716585855e-05
LAP3,0.00018800332976177836,0.002347617322387704
LARP1,1.9708680813499237e-05,3.062645936549282e-05
LARP7,1.83612055070955e-05,5.953886590430591e-06
LASP1,0.000395059740732145,6.480788876334221e-05
LBR,8.54236829724961e-05,4.44684409515115e-05
LCP1,0.00046331681997020786,0.0010217680389020749
LCP2,2.3815207217705405e-05,9.922221843905197e-06
LDHA,0.00043141955138304783,0.00048483749525567697
LDHB,0.000518148330669206,0.0005921332986864741
LETM1,3.66905314118822e-05,0.0004022227125149614
LGALS1,0.00030910345961780223,0.009424632366581556
LGALS3,1.768549043523657e-05,0.0019800092133958934
LGALS3BP,3.4682477822121325e-05,0.00011318276214275567
LGALS9,0.000182242918498247,0.00012026772259667891
LHPP,4.208629462986122e-05,5.70004859215594e-05
LIG3,9.536457810553944e-06,2.6446234381425733e-05
LIMA1,3.5007135837573436e-06,7.443013679720772e-06
LIN7A,1.9725443702622568e-05,1.2295539762933592e-05
LLGL1,2.594835010342733e-06,5.681368504203725e-06
LMAN1,2.908814965046701e-05,0.001091441489755427
LMNA,0.0002443895733328201,0.0005001857546550122
LMNB1,0.0005901540737228373,0.0009382392791484926
LMNB2,0.0005343701900178381,0.0005062886449879387
LONP1,1.2336462553639724e-05,0.0008688644183949616
LPCAT2,0.0001337811049129516,0.0003506565664101441
LPP,1.0827963135070434e-05,3.3322982860864036e-05
LPXN,2.388822114314439e-05,3.837283330394636e-06
LRCH4,1.126586600985753e-06,3.647787857288728e-05
LRP1,3.814739711688837e-05,0.0004369101428917269
LRPAP1,1.1859111682292933e-05,0.000963932593103821
LRPPRC,2.4771294157224746e-05,0.0003656490666295706
LRRC47,3.675730191394712e-05,0.00010310898761647791
LRRC59,5.445746740541022e-05,0.00015226857034359166
LRRFIP1,3.0454214699778775e-05,0.00012347064761866115
LSM12,8.553610474386216e-06,4.524331867397378e-05
LSM2,2.8557057157343984e-05,7.044286656179326e-05
LSM4,1.2210550169709744e-05,0.00010119473376921089
LSM5,2.5421373050148954e-06,2.7530189270629547e-05
LSM6,8.363316551032854e-05,3.2077570837196035e-06
LSM8,0.000126567642254514,4.1633655674552446e-05
LSP1,0.0001026070094454201,0.00014993774689364754
LTA4H,3.773836254696277e-05,9.601201073170822e-05
LTF,0.00010232669780370862,0.0001325827435429545
LUC7L3,0.00011025785302042057,0.00018730374894636824
LYAR,1.9012227939886533e-05,1.3150381370665008e-05
LYN,1.2672161993065289e-05,0.00016486725188469717
LYZ,0.00022562728308105987,1.7898765053208553e-05
LZIC,2.282406877589943e-05,6.830539840819663e-06
M6PR,4.036844981275529e-05,0.00035143362893821483
MACF1,7.80646742707721e-06,2.8474450116791098e-05
MAD1L1,1.1559146305908722e-05,1.475533957062965e-05
MADD,2.823432637225815e-06,8.498384028880752e-06
MAGOHB,2.0701264678079916e-05,0.00045303400828206053
MAN2B1,1.1142844471476961e-05,0.0014769176672816476
MANF,1.7945485856836888e-05,0.00018148524747680768
MAOB,5.124467400824786e-05,1.2562850729126994e-05
MAP1LC3B,1.9930573284732986e-05,4.9856535716208114e-05
MAP1LC3B2,1.9930573284732986e-05,4.9856535716208114e-05
MAP1S,7.781794863325625e-05,6.807344487943326e-05
MAP2K1,8.179386502951463e-05,8.01386697178098e-05
MAP2K2,3.915509769465452e-05,8.49685466495484e-05
MAP2K4,1.013966083988177e-05,2.7289168798591118e-05
MAP4,6.22435182357947e-05,4.344558779249056e-06
MAP7D1,2.136495463546594e-06,3.39929899141209e-05
MAPK1,0.00014368586447662728,8.590291518142726e-05
MAPK3,0.00010190491540792277,1.8650083288526425e-05
MAPRE1,0.00013416233516978042,0.00015660504534208947
MAPRE2,0.00013684118537890297,3.574913666219002e-05
MARCKS,0.0013154110111848298,0.00016380725703033264
MARK1,2.020399909294828e-06,7.700128886408093e-06
MARK2,1.1645610693279008e-05,7.700128886408093e-06
MARK3,2.020399909294828e-06,7.700128886408093e-06
MAT2A,0.00010310923363368162,0.00021358040599915175
MAT2B,3.8850755899313557e-05,4.7110271479817936e-05
MATR3,0.0003606440237132223,0.000108959532901629
MAVS,2.527950078974826e-05,3.216594622405769e-05
MAX,6.11160884715237e-06,0.00019119852907769182
MBD2,1.7236144630149717e-05,3.5448580237321427e-06
MBNL1,1.898121157617929e-05,1.409483642176953e-05
MBP,0.005419172442074882,1.363132991193765e-05
MCM3,8.329610094939354e-06,2.414621669056071e-05
MCM5,2.0641440235460122e-06,1.5112628114464233e-05
MCM6,2.146452820439016e-06,7.878591091191348e-06
MCM7,3.310419660403982e-06,1.5720659515294836e-05
MDH1,0.00039667821273348987,0.0004409192611832259
MDH2,0.0009099960207908924,0.0016524522325495838
ME2,5.72602224668312e-05,0.0005712684051258121
ME3,4.976068655089963e-06,1.2260546459771642e-05
MECP2,0.00022336760547660218,2.0746258616123407e-05
MEF2C,4.3681278511117114e-05,6.580343185225756e-05
METAP2,3.0153024729099327e-05,7.579090655700169e-05
METTL7A,5.825435213076817e-05,0.00029867967685093884
MFAP1,2.705397807417984e-05,2.4950225154468945e-05
MFF,8.516752193631201e-06,0.00019826091320699444
MGAT1,2.3391758570665374e-06,0.00020255587689893176
MICAL1,2.807155570757315e-05,9.689758527166512e-05
MIF,0.00023390634352951712,0.0005188330705231013
MKI67,2.984998782931887e-06,1.4421683340793094e-05
MLEC,4.042853523448718e-05,0.00026081517498522435
MLF2,2.1700132116667303e-05,1.5458628495988512e-05
MMAB,4.3663210726433285e-06,0.0002806251715712748
MNDA,0.00044212230477025936,0.00014916614637959792
MOB1A,2.766926644392952e-05,0.00012115147646529542
MOB1B,2.766926644392952e-05,0.00012115147646529542
MOGS,2.7527474484794085e-05,0.0008127258382859342
MPI,8.000113928255239e-06,0.00014951826421682587
MPP1,2.4746822346636313e-05,4.616275770086159e-05
MPST,3.33958909501021e-05,0.0012126982010241959
MRPL12,3.351232778473123e-05,0.0009924989264342562
MRPS36,6.82072924536007e-05,0.0005459137360397929
MRTO4,0.00012648613647027362,0.0023783575372985435
MSN,0.0006256231425888273,0.0014461082668598742
MT-CO2,0.00013679059558178823,0.0008592804044592439
MTA2,3.064159770226641e-05,5.227693619609853e-05
MTAP,3.740848494926867e-05,5.1081483394010334e-05
MTCH2,2.087170411359738e-05,0.0008890083261048363
MTDH,0.00010252323515043606,0.0009405879451775724
MTHFD1,4.905885349251441e-05,0.00028742137355061513
MTPN,0.0001988566480213551,0.0001571192029286105
MTX1,1.2712694056706014e-06,0.00026782075416870735
MVP,2.897727367845724e-05,0.0002805050072628103
MX1,1.6712520154696007e-05,0.00020095295785086835
MX2,5.2272108621952025e-06,4.355082259596406e-05
MYBBP1A,2.3239527447045945e-05,6.556929351788575e-05
MYCBP,2.5610161324778664e-05,2.910914828385368e-05
