gene,pmg,pasef
NCF2,3.214616235883789e-05,9.472099969367211e-05
NCF4,6.730932355481435e-06,0.00010135032516716733
NCK2,1.5333105020034522e-05,2.96969717260004e-06
NCKAP1L,5.611335979636693e-05,0.00028550999349993367
NCL,0.00040443411043876866,0.00026438066928162224
NCOA5,7.32227087286688e-05,1.2284941255929925e-05
NCS1,1.2880644153000371e-05,6.487729654948899e-06
NDRG1,1.181185438768656e-05,4.912714612175599e-06
NDRG3,2.0188340346222292e-05,7.545222985791751e-06
NDUFA10,3.626431237119065e-05,0.00023534252162326223
NDUFA12,3.778485697954916e-05,0.00021587126243041547
NDUFA2,5.526190540548328e-05,4.137972724170845e-05
NDUFA4,0.00018907555240618208,0.0004941767432975777
NDUFA5,5.785204279180822e-05,0.00033290424157295177
NDUFA6,1.2672041541167396e-05,8.192748734232088e-05
NDUFA7,0.00012013310186911264,0.00012559182276513427
NDUFA8,0.0001095827201327348,0.0003900854752387572
NDUFA9,5.08887185746601e-06,0.00036970448125317755
NDUFAF2,1.0674146061462094e-05,6.887572769496807e-05
NDUFB1,1.6830944445640353e-05,9.984045887406715e-05
NDUFB10,8.043958419088e-05,0.0006955656147533589
NDUFB11,3.7722322369226795e-05,6.201309926656233e-05
NDUFB3,5.408113552576235e-05,5.451512379742541e-06
NDUFB4,6.0508007140331245e-06,0.00016030407436462
NDUFB6,1.886079982891972e-05,0.00025685334752884877
NDUFB8,2.4267202964545883e-05,0.00014357522537760824
NDUFB9,1.4600215447309428e-05,0.0003069767999800654
NDUFC2,4.8308237415482855e-05,8.697211349944275e-05
NDUFS1,7.810984373248169e-05,0.0012807598567496769
NDUFS2,1.6277026317866753e-05,0.0005864561321926894
NDUFS3,8.505489941178282e-05,0.0005511818992615638
NDUFS4,7.660479726831864e-05,0.00010277215260935787
NDUFS5,4.9579888252163446e-05,8.326567787614727e-05
NDUFS6,6.706420394260372e-05,0.00024266441939057987
NDUFS7,3.5079005469982452e-06,7.390861533863532e-05
NDUFS8,2.5517132308973253e-05,0.00036091526930403275
NDUFV1,3.4889675161812225e-05,0.0005376385893632989
NDUFV2,0.00010079254213088831,0.0004978010093266909
NDUFV3,2.110572207588561e-05,9.231387077838462e-05
NECAP2,2.344696569053263e-06,2.992147079581996e-05
NEDD8,0.00017790062757923317,2.3475559595053135e-05
NENF,3.099644899345683e-05,6.46938822767606e-05
NFATC2,2.2487325420025467e-05,0.0001783373656592761
NFS1,1.566541173100279e-05,0.00014743572898999555
NHP2,5.754147764840949e-05,1.0767738391920616e-05
NHP2L1,0.00017739754015237008,3.1337428981283196e-05
NIFK,3.285164912479251e-06,8.744165403762745e-06
NIPSNAP1,7.069904071466404e-06,4.091899058861471e-05
NIT2,7.05627293168827e-07,0.0002502504337106264
NME1,9.158640357498741e-05,3.9997517282427244e-05
NME2,0.00031976546011289354,0.0007578384286301045
NMT1,1.5876403305477294e-05,3.055681783655113e-05
NNT,6.788006479766023e-05,0.0008471098234524706
NOMO1,1.1039938400044392e-05,0.0004818659773120476
NOMO2,1.1039938400044392e-05,0.0004818659773120476
NOMO3,1.1039938400044392e-05,0.0004818659773120476
NONO,0.0004910081090361353,0.0002110731450558406
NOP10,2.291527093792014e-05,7.773096878229514e-06
NOP2,2.18597710320071e-05,5.342197473196416e-05
NOP56,0.00010807707140908229,3.528010218785284e-05
NOP58,0.00011097735235716332,6.753020059023255e-05
NPC2,5.6255292282716573e-05,0.0006985295894006497
NPEPL1,1.437151744384477e-06,4.166585350716475e-06
NPEPPS,4.5408157220564966e-05,0.00030443834644550437
NPL,2.008756225831915e-06,0.00023977381045238032
NPLOC4,5.82121939665059e-06,3.312021571220322e-05
NPM1,0.0008070638514471122,0.000514865873261341
NPTN,5.877711336762032e-05,9.929608531260928e-05
NRBP1,2.8939772987580138e-06,1.0492323519991653e-05
NSF,0.00020886017814130238,0.0005670875849925705
NSFL1C,8.020811579376381e-05,3.477534610930429e-05
NSUN2,1.8248703434464187e-05,1.276768762175107e-05
NUCB1,0.00011109579672342399,0.000596962101734572
NUDC,3.86861985314765e-05,3.9206634938422386e-05
NUDCD2,9.709808166937134e-06,6.358165812693559e-06
NUDCD3,7.1149129306454556e-06,2.7058740827075122e-06
NUDT21,0.00010979913204261444,3.149589891292053e-05
NUDT3,1.1698388699872106e-05,4.706850432465244e-06
NUDT5,2.368254952749346e-05,8.160467822231891e-05
NUMA1,0.00024131714654733477,2.1842438910679477e-05
NUP107,1.6927928298759892e-05,3.3639644932570048e-06
NUP155,1.77635231897544e-05,0.00012252513612511545
NUP205,7.349894508116824e-06,0.00011444023498324766
NUP210,1.3598457163172625e-05,0.0004732381699229038
NUP43,1.8756267656865606e-05,6.3949953986574215e-06
NUP54,1.0269628437707454e-05,5.7681587801808474e-05
NUP62,1.4499658187885755e-05,3.686773613258985e-05
NUP93,4.4756913959294466e-05,0.00010930316803267067
NUP98,3.906837232817213e-05,7.960032704994296e-06
NUPL1,3.4157347697943958e-06,2.339045537250716e-05
OAT,1.3961780237848135e-05,0.00034050492903481657
OCIAD1,3.772693969197933e-05,0.0005149098926867958
OGDH,4.1463076510166976e-05,0.0012713983922696193
OGT,2.4721005489854755e-05,7.873461168266493e-06
OLA1,0.0034506076017658195,0.00010389171333009201
OPA1,5.375214124198612e-05,0.000682506518535097
OSBP,9.298986893859468e-06,7.548451076991772e-05
OSGEP,2.3250829850131496e-05,1.3949022269540136e-05
OSTF1,0.00012147192471418446,0.0003695870961186314
OTUB1,3.821175858099544e-05,9.716407780641438e-05
OXCT1,6.245609576025812e-05,0.0003663590049186116
OXSR1,1.1406373148748782e-05,1.2140264077601765e-05
P4HA1,3.61191076082816e-06,0.0005819514776544799
P4HB,0.00016690959264973302,0.005209552271159238
PA2G4,5.3709702023295436e-05,0.00022212202084499928
PABPC1,7.025256567981028e-05,0.00021876187136861503
PACS1,1.3313869479085985e-05,1.6224092908463186e-05
PACSIN2,8.383391867348221e-05,0.0001551391284445883
PAFAH1B1,4.193713502963805e-05,4.296736118644546e-05
PAFAH1B2,6.54941134535789e-05,5.350854626869196e-05
PAFAH1B3,2.3478584313729334e-05,2.7824678829988913e-06
PAICS,3.225153769417724e-05,4.863706318502571e-05
PAK1,0.00010981418852985097,1.6168334969553753e-06
PAK2,6.0689287246659e-05,7.080377852988899e-05
PALD1,5.143649365564119e-05,3.512016494203368e-06
PARK7,0.0004011582203224271,0.0005110508563885903
PARP1,0.0002458170286994242,0.0001321360440160835
PARVG,3.0737919069947535e-05,2.2546749717956527e-05
PBXIP1,1.4132902234120322e-05,0.0001132282334690584
PCBP1,0.00026940130955355396,0.00018859389179024812
PCBP2,0.00014765997409441726,7.820050932047984e-05
PCCA,1.1448611614276314e-05,0.0001990705150484942
PCCB,1.4686659759363398e-05,0.0001736419602774291
PCK2,1.409261107427538e-05,0.0018027422037928797
PCMT1,8.941666338762256e-05,0.00017964327528110228
PCNA,6.977477315150456e-05,7.351537513790563e-05
PCYOX1,1.5190690726093311e-05,0.00047875527124657395
PCYT1A,3.689995711168411e-05,1.9634131067029563e-05
PDCD11,1.4456837538185079e-06,4.474134403227453e-06
PDCD5,3.656965793234738e-05,2.138316957176757e-05
PDCD6,5.5609830712544904e-05,0.00022929718719413421
PDCD6IP,8.206729083772993e-05,0.00043618848683176734
PDE12,1.4985420616768688e-06,2.1239372781948506e-05
PDHA1,6.210126454438402e-05,0.0005231415252468463
PDHB,9.5579584743277e-05,0.0013316463125754435
PDHX,3.255027847626622e-05,0.00023597346672144792
PDIA3,0.0005798694891744748,0.005546594338724942
PDIA4,0.0001328616554257078,0.003579512946567418
PDIA6,0.00013992234492698547,0.002346235376741669
PDXK,0.00018089184971022284,0.00017075135133922954
PEA15,0.00045447705593706233,2.3908417278692155e-05
PEBP1,0.0008451788470034676,0.0013779107287284547
PELP1,2.7675529942619913e-05,1.4888837003000448e-05
PEPD,4.139670751442838e-05,0.00035767250496219463
PES1,9.223403327932113e-07,1.327567179149964e-05
PEX14,9.931319207160892e-06,0.0001010245814188017
PFAS,1.827134839126792e-06,1.0299371705081378e-05
PFDN2,4.291058711777019e-05,1.3219913852590208e-05
PFDN4,2.5795717473481596e-05,2.2586367200865863e-06
PFDN5,1.972100705771687e-05,2.3371380288143404e-05
PFDN6,3.0994080106131616e-05,4.721083380028968e-06
PFKL,0.00010243751354976944,0.0004476628837336559
PFKM,1.0050927941767847e-05,7.062916814225156e-05
PFKP,4.343439227107073e-05,0.00044907150534821
PFN1,0.0022129141626326693,0.001904280345175321
PGAM1,0.000559677736024479,0.0006987643596697422
PGAM5,5.850368755940502e-06,0.00011320915838469465
PGD,0.00010204383659682511,0.0008345349409142115
PGK1,0.0008898885839694209,0.003506147237476059
PGLS,0.00010126692185542041,0.00015061980076456057
PGM1,2.874172999212904e-05,4.489687933554821e-05
PGM2,0.000268345749421692,0.00012057507557746711
PGP,3.5412657227143845e-06,1.3055868127061927e-05
PGRMC1,8.700561789814701e-05,0.0004532680239082358
PGRMC2,3.832108875364893e-05,0.0001454401817027106
PHB,0.00012784383011268187,0.001839131595502194
PHB2,0.000203903181036712,0.0014028550698195169
PHPT1,3.391865218695425e-05,1.6480872890282944e-05
PICALM,7.910758695335541e-05,5.908287284545344e-05
PIK3R1,6.143849805154849e-06,6.120314183819372e-06
PIN1,4.858634077239963e-05,2.606390181179629e-05
PIN4,1.040802766838559e-05,1.5226319264820701e-05
PIP4K2A,7.586763165321836e-05,1.605681909173489e-05
PIP4K2B,8.893967387196944e-06,6.6486940206953415e-06
PIP5K1C,2.260560918375561e-05,1.6458863177555536e-05
PITHD1,3.951886242628897e-06,1.0631131441592505e-06
PITPNA,4.0347772236950464e-05,3.9762747013334894e-05
PITPNB,6.231599012769318e-06,7.219919431680664e-05
PITRM1,1.2659695221633444e-06,0.0002857887831944809
PKM,0.0007778958221130263,0.00332537574432055
PLCB2,4.9200183719374596e-05,5.062527390140154e-05
PLCG2,2.0173906193791546e-05,4.236869700025997e-05
PLD3,1.744372340085061e-05,0.00043576296571903747
PLD4,2.046289037215125e-05,2.853485889399327e-06
PLEC,0.00014136134360047094,0.0011161858981159397
PLEK,4.906748587853002e-05,0.00011268092527923685
PLEKHO2,5.5859186216498074e-05,0.00014282689514487639
PLIN3,7.318617165297482e-05,0.00014790526952818025
PLXDC2,2.2204383911876688e-05,0.00010256232668135659
PLXNA1,8.299657722996827e-06,1.0370389711481814e-05
PLXNB2,1.4264074350924927e-05,0.000135281965621921
PML,0.00010684203794936092,0.0003285609915947433
PMVK,5.956346350769323e-07,1.1528394063779829e-05
PNN,7.387953292787495e-05,1.4155033180668673e-05
PNP,3.803993394865221e-05,0.00014674609132453678
PNPLA6,3.922255075747415e-06,2.43911636445133e-05
POLR2A,2.636362809672701e-05,1.815654568592959e-05
POLR2B,2.670691600571978e-05,3.362350447656995e-05
POLR2C,1.888519133824289e-05,2.2756575645957815e-05
POLR2D,2.7307850524303967e-06,1.566944814773251e-05
POLR2E,2.9061951362675456e-05,6.285240297856748e-06
POLR2H,3.1860731511466002e-06,3.6627096606770194e-06
POR,1.2917924015398008e-05,0.0004890558168030008
PPA1,6.998696924495798e-05,6.19793510403803e-05
PPA2,2.8656811404115038e-05,0.0003782295766495935
PPIA,0.0017140927404865934,0.002828981742562813
PPIB,0.0003288320752204026,0.001738473842628849
PPIF,8.146442908877947e-06,0.0001556526884082278
PPIH,3.10118266857544e-05,2.45261565492414e-06
PPIL1,1.7536391060962343e-05,1.2910897485897403e-05
PPM1A,1.7820677615304253e-05,2.6775549189982475e-05
PPM1G,2.952490823222413e-05,8.551947245943383e-06
PPP1CA,8.378192360422541e-05,0.00015712000259005497
PPP1CB,3.750691422516291e-05,4.8177793846113795e-06
PPP1CC,1.5501697526450973e-05,7.659526760556089e-06
PPP1R12A,1.812554136886941e-05,1.7494786989925527e-05
PPP1R12C,5.433665415182434e-06,1.7755968914290769e-06
PPP1R21,1.2175478592106798e-06,2.60697710685236e-05
PPP1R7,3.450304464489458e-05,4.9127146121755984e-05
PPP1R9B,1.4256064299715096e-05,3.928880453260471e-06
PPP2CA,3.332843788728247e-05,0.00011998374796219075
PPP2CB,3.332843788728247e-05,6.500788751167161e-06
PPP2R1A,9.729863407936187e-05,0.00031666107358012483
PPP2R2A,2.1153882759726173e-05,4.6829332113014615e-05
PPP2R4,5.2605961132276566e-05,1.9720702603757368e-05
PPP2R5D,1.7095336361513734e-06,5.7191504865078195e-06
PPP3CA,9.880382107073912e-05,1.6765531841557417e-05
PPP3CB,2.0760667539057086e-05,1.6765531841557417e-05
PPP3R1,9.703861858244524e-05,7.1070829710981545e-06
PPT1,0.00028500986798875164,0.0002981142223218292
PRDX1,0.0015706385451602456,0.0024174001145602876
PRDX2,0.0011173278651011058,0.0002857594369108443
PRDX3,0.00020601891862318848,0.0015778029397187723
PRDX4,9.002454396565186e-05,0.001921447921102699
PRDX5,0.0003068891522282173,0.0009722863963041478
PRDX6,0.00031796691252419985,0.0005636687429489131
PRKAR1A,2.4769065797113742e-05,0.00010088812119989177
PRKAR2A,0.00018192733452576944,6.367703354875436e-05
PRKCA,2.3330006897679305e-05,0.00012491832555567558
PRKCB,1.3932289598180861e-05,0.00012027134154182889
PRKCD,5.177116925393467e-05,2.8355846563810354e-05
PRKCSH,0.00016718402222376408,0.0017261484035015007
PRKDC,6.855319015371448e-05,0.0003726244364750137
PRNP,3.1069282241048977e-05,2.401553121396554e-05
PROSC,5.826599581423108e-05,0.00011493031791997793
PRPF19,0.00011532064704199294,5.5279594486157374e-05
PRPF40A,4.798622934178437e-05,1.4963670026273634e-05
PRPF6,3.289535308841106e-05,8.30719924041461e-06
PRPF8,5.922499367461615e-05,5.997940181054985e-05
PRPS1,5.3936151591332775e-05,0.0003247459747219926
PRPSAP2,1.166215275392287e-05,3.5256625160943604e-05
PSAP,0.0012980900282679314,0.0014112040875141137
PSMA1,5.8386849218449596e-05,0.00015993724581916317
PSMA2,7.811887762482359e-05,8.430453631688092e-05
PSMA3,2.3433916734927642e-05,8.720981839689875e-05
PSMA4,4.119752022594731e-05,9.060518341364685e-05
PSMA5,0.00014441399619938563,0.00024019933156511022
PSMA6,4.4508943652167056e-05,0.00021303934605948903
PSMA7,0.00010217793970981175,0.00027824678829988913
PSMA8,0.00010217793970981175,0.00027824678829988913
PSMB1,4.840722880023392e-05,0.00018450008522295026
PSMB10,3.0337617262619122e-05,1.5688523232096264e-05
PSMB2,6.783108102585074e-06,6.47320324454881e-05
PSMB3,8.264606220710195e-07,0.00014325241625760625
PSMB4,2.9804216108119828e-05,0.00014466250518634219
PSMB6,2.784271717689429e-05,1.872439627429671e-05
PSMB7,5.481524969278268e-06,3.7846434691868584e-05
PSMB8,3.700422830462613e-05,6.474083633057907e-05
PSMB9,3.748563438986862e-05,6.485675415094341e-06
PSMC1,2.8483561424313426e-05,0.0001988650910630384
PSMC2,3.316175253591598e-05,0.0001518963641027502
PSMC3,3.2357093707363445e-05,0.00025937712792159154
PSMC4,6.727579777656769e-05,0.00016147792571008174
PSMC5,2.4304984709851406e-05,0.00019124973045935533
PSMC6,3.267472536210518e-05,0.00024165197260511912
PSMD1,3.937331638300256e-05,0.00023224648869960688
PSMD11,2.8656951931329246e-05,0.00021700109435042242
PSMD13,8.550157519979973e-06,0.00015778029397187722
PSMD14,1.526141606547235e-05,4.0936598358796636e-05
PSMD2,0.00010165818977040692,0.00037530962142775745
PSMD3,2.7542530972030607e-05,0.00011673217973526171
PSMD4,4.651912522545736e-05,0.00011581070642907425
PSMD5,1.3875677206171526e-05,1.1164793609523052e-05
PSMD6,3.580243956872301e-05,0.00010202382237662601
PSMD7,5.0507889824157584e-05,6.583692002440398e-05
PSMD9,3.7196951341253646e-05,2.8891416240177276e-05
PSME1,0.00016869669730812698,0.00025623707557248136
PSME2,0.00025045543053408973,0.00010303186721954129
PSPC1,5.317098090997257e-05,1.2249138789893341e-05
PTBP1,0.0003308871853516067,0.00011209546692068781
PTBP3,1.1158222163774533e-05,1.9168992471390347e-06
PTGES2,4.2887098997681205e-06,0.00019095626762298987
PTGES3,3.4604344691021917e-05,9.852134342460452e-05
PTGR1,6.234650460849253e-06,2.185711205249775e-05
PTGS1,0.00014292521074143802,0.0003815750529841595
PTMA,0.0008708551765708217,3.719788182350097e-05
PTPN11,4.497312511601097e-05,8.127159790304413e-06
PTPN23,1.323330723471242e-05,1.0624528527774282e-05
PTPN6,8.758760131812949e-05,0.00017568152699016888
PTPRC,5.3215106455233746e-05,0.0016577715626283538
PTPRJ,2.9774504639973087e-06,0.00010720050681011233
PTRHD1,3.782892229886139e-06,6.894615877569578e-06
PUF60,3.8495362574582625e-05,4.193877394498461e-06
PURA,0.00012070805892838477,4.771558987883823e-05
PURB,2.344367333865691e-05,3.958960393987928e-06
PYCARD,0.0005178925711393482,7.426223805645567e-05
PYGB,6.436849046777627e-05,0.00015751617741914832
PYGL,2.5110446551056554e-05,0.0013198197602699165
QARS,6.1475436633568775e-06,7.024473182661283e-05
QDPR,8.125444128012074e-05,0.000202460010808515
RAB10,0.00020147627604734733,0.0005444909465924318
RAB11A,0.00012725502108515218,0.0004669580652246834
RAB11B,0.00012725502108515218,0.0004669580652246834
RAB14,0.00010666557591894885,0.0003392136925548087
RAB18,1.0308634777308212e-05,0.00011797939678981482
RAB1A,0.00018286926836728646,0.00047062635067925135
RAB1B,7.997965869409494e-05,0.00019623859867756775
RAB21,3.062601925680568e-05,0.00011047701937813242
RAB2A,9.173235112460012e-05,0.00037407707751502256
RAB31,7.477874649627287e-06,0.0002600227461615955
RAB35,2.2640540234144346e-05,0.00013387774594991237
RAB3GAP1,2.672506409166887e-06,1.8319417560112408e-05
RAB3GAP2,6.511810277899207e-06,2.2188725057590693e-05
RAB4B,3.6283122942578148e-06,2.4021400470692848e-05
RAB5A,1.5515649871290153e-05,5.1791788675954154e-05
RAB5B,2.895986837921182e-05,4.311262529044636e-05
RAB5C,9.40960188675714e-05,0.0008385847280560545
RAB6A,0.000136804648303209,8.47300574296108e-05
RAB6B,3.290223892190723e-06,1.2630053551495679e-05
RAB7A,0.00011160992557426054,0.0045011329841730735
RAB8A,6.636658670064473e-05,5.778429979453638e-05
RAB8B,6.0604167905481854e-05,3.4530304640939146e-05
RABEP1,1.7752200711352538e-06,7.007158875315723e-05
RAC1,0.0003494962005632991,0.00044305551720271857
RAC2,7.614206122724943e-05,0.0001815067642920228
RAD23B,0.00013361628656600243,3.5491395430035954e-05
RAD50,3.97227071881552e-05,1.3445880236591594e-05
RAE1,3.388091059228136e-05,1.637962821173687e-05
RALA,5.1129020110955034e-05,0.0002120562455576648
RALB,1.1780295990438804e-05,0.00023972979102692552
RALY,0.0002557296176364629,4.809855888029513e-05
RAN,0.00028298547309151006,0.000262209044292518
RANBP1,7.259676036595566e-05,2.8933968351450264e-05
RANBP2,4.0790432961704304e-05,4.469438997845606e-06
RANBP3,1.997084436926161e-05,1.7885092562291559e-06
RANGAP1,3.303037966594822e-05,3.31026079420213e-05
RAP1B,0.00020603678565470917,0.00048617988100661954
RAP1GDS1,5.9179221953417124e-06,8.177488666741086e-06
RAP2A,2.0896597505828433e-05,0.00048563697475934346
RAP2C,2.0896597505828433e-05,0.00019301050747754794
RARS,1.7990032983740687e-05,0.00025663325040157467
RASSF2,2.266964944280163e-06,1.5990789953552662e-05
RBBP4,0.00011523352016918424,1.3465688978046262e-05
RBBP7,1.8418922041502183e-05,4.800758540102184e-05
RBM14,0.00013205522996931953,9.045698468128232e-06
RBM3,8.817540657984343e-05,1.5874872133188317e-05
RBM39,8.381605164196154e-05,6.162426100837812e-06
RBM8A,0.00011693169117630111,7.349923468190554e-05
RBMX,0.0004928333567955285,3.4566987495484825e-05
RBMXL1,1.4017188110878546e-05,3.4566987495484825e-05
RCC1,8.401740706460467e-05,0.00011394575010397189
RCC2,0.00014256706709837188,1.1540719502907177e-05
RCN1,3.1935973797016e-05,4.5833025783553955e-05
RCN2,7.067715861988029e-06,8.07198877706771e-05
RDH11,9.458505357301373e-06,0.000376527492198674
RDX,4.161111189267649e-05,5.4600228019971386e-05
RECQL,1.3980530583286686e-05,2.0667120251035902e-05
REEP5,8.019044951540629e-05,0.0002154897607431404
RENBP,5.067391269008567e-06,0.00013473465743209944
RGS10,0.00025831471611839266,1.0780357293884329e-05
RGS19,9.45587549086406e-06,4.8880637339209016e-05
RHOA,0.0001800535045008931,0.0004026603577770161
RHOC,0.0001800535045008931,2.8756423335449175e-05
RHOG,0.0002748377052117553,0.000880007007409036
RMDN3,4.7210318366195445e-06,2.730818423798574e-05
RNASET2,0.00022780485264178768,0.00024639139741242094
RNF213,1.3771426088545825e-05,0.0001818149002702065
RNH1,0.00011754920790616179,0.00041811117611165644
RNPEP,3.6847159029774695e-05,0.00020969386972492302
RNPS1,6.817738023229082e-05,9.171594024929003e-05
RP2,3.6817728616056368e-06,0.00028396931360901513
RPA1,9.854209917193567e-05,9.434243263476069e-06
RPA3,3.204602668105684e-05,3.26007864918364e-05
RPL10,6.579504244514624e-05,0.000135358265959376
RPL10A,0.00015525004968693114,0.00044464021651909193
RPL11,9.745301326182702e-05,0.00013333285882849086
RPL12,0.00016281884544415074,0.0005909901330145354
RPL13,0.00024212598104168088,0.0002033990918848844
RPL13A,7.427244701879932e-05,7.106055851170875e-05
RPL14,0.00010865524051896485,9.537982376131252e-05
RPL15,0.0001899927936086312,0.0003805919524823353
RPL17,0.00016322516984637375,0.00046795583886832587
RPL18,0.00015186916566626023,0.00018664236392841797
RPL19,0.0001323936998023966,0.0002063777396739936
RPL21,4.865513888141239e-05,0.000143110086781969
RPL22,0.00011537224060492343,0.00012440916753458155
RPL23,0.00010065221566984388,0.0003365431807438832
RPL23A,0.0002643033837284297,0.0002627226042561575
RPL24,7.177046034641516e-05,5.896695502508909e-05
RPL26,0.00010143796355042735,9.898061276351643e-05
RPL26L1,0.00010143796355042735,9.898061276351643e-05
RPL27,7.325523074109969e-05,0.00016558640541919784
RPL27A,0.00014713681135123882,8.950909971982194e-05
RPL28,7.605152155066712e-05,0.00010655048662756287
RPL29,0.00030050459938044116,2.694869226343808e-05
RPL3,8.971919840449513e-05,0.00032141517152924493
RPL30,8.298674032497374e-06,0.00014241457985978293
RPL31,0.0001419750460202317,0.0001682128978046685
RPL32,0.00010491239854512788,0.00014718628557908495
RPL34,5.5082130947879166e-05,6.846781435242011e-05
RPL35,3.9607836228198674e-05,8.567500776270752e-05
RPL35A,2.8625192780918336e-05,1.541560279427641e-05
RPL38,3.37888652669754e-05,4.4623958897728354e-05
RPL4,0.000211692002260748,0.000798233588055807
RPL5,0.00012499112766426826,0.0007053232540625096
RPL6,0.00022237929765439666,0.000306199123463697
RPL7,0.00020032114234656113,0.00031821642661286165
RPL7A,0.00019619988066017945,0.0003926532750569548
RPL8,0.00023113695364381225,0.00022917980205958805
RPL9,6.44658557519058e-05,0.0002613873483506948
RPLP0,0.00010181578100348254,0.0008083140364849598
RPLP0P6,0.00010181578100348254,0.0008083140364849598
RPLP2,0.0004442284062049045,0.0005246235125704918
RPN1,0.0002655346028780512,0.002448800638051389
RPN2,5.7996123337003606e-05,0.001419274315514163
RPRD1B,3.6477331552613004e-05,8.90909151780012e-06
RPS10,0.00014038427795540204,9.556617266240457e-05
RPS11,0.00011958384121472422,0.0002100753714121981
RPS12,0.00017705364998388785,0.00042908668619172374
RPS13,0.00011235130700578704,0.00019085355563026198
RPS14,0.00021710751958998133,0.0002438089244524051
RPS15A,4.9442854142994755e-05,0.00014506014732961736
RPS16,8.517796110079602e-05,0.00010537956991046479
RPS17,9.609291058146094e-05,0.00017158772042287103
RPS18,0.0001212057260198427,0.00029340414379816395
RPS19,0.0001786739287637011,0.00018141872544111316
RPS2,0.00011212967551366537,0.00033494380828569156
RPS20,0.0002063742517219705,0.0002527155215360961
RPS21,5.635623097315024e-05,0.00022115359348499336
RPS23,6.773833306447374e-05,0.00011750251968072098
RPS24,3.310178756608198e-05,0.0001121438882886881
RPS25,0.00014808255950285573,9.877225414969697e-05
RPS26,8.345730573940593e-05,6.903859956915089e-05
RPS26P11,8.345730573940593e-05,6.903859956915089e-05
RPS27,2.5172639881001557e-05,0.00012673632782695947
RPS27A,0.0009033972643180313,0.0010394160201227414
RPS27L,5.737131926732044e-05,7.045162312625046e-05
RPS28,0.00016932364943665588,0.00012496381229531222
RPS3,0.00017822926050731574,0.0004438185205772687
RPS3A,0.00012559639845117655,0.0004939272998866671
RPS4X,0.00013216725023435926,0.000339125653703899
RPS5,6.0845272454429404e-05,0.0004430995366281734
RPS6,0.00015515569570024893,0.00022256221509954746
RPS6KA1,2.7280387491584544e-05,3.8983603182784654e-05
RPS6KA3,3.2348902978306774e-05,3.414293369693677e-05
RPS7,0.00015380101335528797,0.000121993968391294
RPS8,0.00018340708609137515,0.0002479907698706126
RPS9,7.533904857463476e-05,0.0001539212576736717
RPSA,0.00020838640067625972,0.0007875662139539233
RRBP1,5.872913336162659e-05,0.000361091347005852
RRP12,3.191192356807019e-06,4.67853126875598e-06
RRS1,1.7716065141984876e-06,3.9589603939879284e-05
RSL1D1,2.8315189746376444e-05,2.9104176796542217e-05
RSU1,1.232253028411686e-05,6.736145945932242e-05
RTCA,4.666768256619107e-06,5.104492575740412e-05
RTCB,8.956722825998781e-05,7.770162249865858e-05
RTN1,6.253633679957064e-05,1.0090866359843735e-05
RTN3,1.1917510777454335e-05,0.00019399360797937214
RTN4,0.0002691463530363488,0.0001527519060917009
RUFY1,9.236693187332886e-06,3.052747155291459e-05
RUVBL1,4.577774379393087e-05,8.397732525433346e-05
RUVBL2,4.389026255396008e-05,5.628910664325448e-05
S100A11,0.001275543440514143,0.0010209131882899006
S100A13,5.711871156212418e-05,2.1019275654674427e-05
S100A4,0.00023188821213096592,0.0003301750371947532
S100A6,0.0003850772896943289,5.947024378945582e-05
S100A8,0.00024565602466257495,4.065047209334034e-05
S100A9,0.0005442964301699711,0.0001136112024705153
S100B,0.00021200598020792037,7.598193027755713e-05
SACM1L,2.6049128191330473e-05,0.00027159985505621195
SAE1,4.522246054464782e-05,1.2191326611129351e-05
SAFB,0.0001483569890768868,1.2649862292950346e-05
SAMHD1,0.0005793115961340707,0.0007672439125356169
SAMSN1,3.13364646258902e-05,1.24702630370947e-06
SAP18,7.576113210016534e-05,3.5971207167493445e-05
SAR1A,2.854744108082892e-05,3.325667593111315e-05
SARS,3.754967464891464e-05,9.652432882313772e-05
SARS2,1.6544931414095326e-05,6.808777997932687e-05
SART3,7.156508986050896e-05,2.8121076294718005e-06
SASH3,4.9151581378575094e-05,3.484724450421382e-05
SCAMP1,3.6177948360401944e-05,1.4298829970487737e-05
SCAMP2,4.432473254965725e-05,0.00043092082891900776
SCAMP3,2.6291778539634307e-05,0.00010215588065299046
SCARB2,5.845731357871653e-06,0.0007027114348188572
SCCPDH,2.5377408107418303e-05,0.0003524928859003447
SCFD1,9.220552633015332e-05,2.330241652159753e-05
SCLY,8.504947907637766e-06,4.50201337268217e-06
SCP2,0.00010779681999331978,0.0011743942517090241
SCPEP1,8.96278557152602e-06,5.295096687959763e-05
SCRN1,8.290061721798081e-05,5.0639947043219813e-05
SDCBP,7.6168359891622564e-06,0.0002668608704431647
SDHA,9.609471735992933e-05,0.0018108124317929293
SDHB,5.8738568760294815e-05,0.0008257750752487033
SDSL,1.0835009571097128e-05,0.00010131217499843982
SEC13,1.0494572357021137e-06,6.382816690948256e-05
SEC16A,1.1206483224196674e-05,1.8174153456111515e-06
SEC22B,8.902659999161498e-05,0.00017287895690287896
SEC23A,2.4654917548544564e-05,6.967247929570024e-05
SEC23B,3.166957434951108e-05,4.796796791811251e-05
SEC24C,2.0912577457615466e-05,2.4727178592151724e-05
SEC31A,3.41367504234044e-05,2.0903357834310078e-05
